VarName;TimeString;VarValue;Validity;Time_ms
rPower;04.05.2025 12:36;80;1;45781525302.2454
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525302.2454
rTemperatureIn;04.05.2025 12:36;15;1;45781525302.2454
rTemperatureOut;04.05.2025 12:36;30.00329;1;45781525302.2454
rFlow;04.05.2025 12:36;9.017946;1;45781525313.912
rPower;04.05.2025 12:36;80;1;45781525313.912
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525313.912
rTemperatureIn;04.05.2025 12:36;15;1;45781525313.912
rTemperatureOut;04.05.2025 12:36;30.00329;1;45781525313.912
rFlow;04.05.2025 12:36;9.01795;1;45781525325.5556
rPower;04.05.2025 12:36;80;1;45781525325.5556
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525325.5556
rTemperatureIn;04.05.2025 12:36;15;1;45781525325.5556
rTemperatureOut;04.05.2025 12:36;30.00328;1;45781525325.5556
rFlow;04.05.2025 12:36;9.017957;1;45781525337.2106
rPower;04.05.2025 12:36;80;1;45781525337.2106
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525337.2106
rTemperatureIn;04.05.2025 12:36;15;1;45781525337.2106
rTemperatureOut;04.05.2025 12:36;30.00327;1;45781525337.2106
rFlow;04.05.2025 12:36;9.017961;1;45781525348.8657
rPower;04.05.2025 12:36;80;1;45781525348.8657
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525348.8657
rTemperatureIn;04.05.2025 12:36;15;1;45781525348.8657
rTemperatureOut;04.05.2025 12:36;30.00327;1;45781525348.8657
rFlow;04.05.2025 12:36;9.017965;1;45781525360.4977
rPower;04.05.2025 12:36;80;1;45781525360.4977
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525360.4977
rTemperatureIn;04.05.2025 12:36;15;1;45781525360.4977
rTemperatureOut;04.05.2025 12:36;30.00326;1;45781525360.4977
rFlow;04.05.2025 12:36;9.01797;1;45781525372.1412
rPower;04.05.2025 12:36;80;1;45781525372.1412
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525372.1412
rTemperatureIn;04.05.2025 12:36;15;1;45781525372.1412
rTemperatureOut;04.05.2025 12:36;30.00324;1;45781525372.1412
rFlow;04.05.2025 12:36;9.017975;1;45781525383.7847
rPower;04.05.2025 12:36;80;1;45781525383.7847
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525383.7847
rTemperatureIn;04.05.2025 12:36;15;1;45781525383.7847
rTemperatureOut;04.05.2025 12:36;30.00324;1;45781525383.7847
rFlow;04.05.2025 12:36;9.01798;1;45781525395.4398
rPower;04.05.2025 12:36;80;1;45781525395.4398
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525395.4398
rTemperatureIn;04.05.2025 12:36;15;1;45781525395.4398
rTemperatureOut;04.05.2025 12:36;30.00323;1;45781525395.4398
