"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Power";"01.05.2025 22:03:35";50;1;45778919158.3218
"Temperature_Setpoint";"01.05.2025 22:03:35";50;1;45778919158.3218
"Temperature_In";"01.05.2025 22:03:35";15;1;45778919158.3218
"Temperature_Out";"01.05.2025 22:03:35";47.83646;1;45778919158.3218
"OR";"01.05.2025 22:03:36";20.69415;1;45778919169.9537
"Power";"01.05.2025 22:03:36";50;1;45778919169.9537
"Temperature_Setpoint";"01.05.2025 22:03:36";50;1;45778919169.9537
"Temperature_In";"01.05.2025 22:03:36";15;1;45778919169.9537
"Temperature_Out";"01.05.2025 22:03:36";47.90069;1;45778919169.9537
"OR";"01.05.2025 22:03:37";20.70054;1;45778919181.5857
"Power";"01.05.2025 22:03:37";50;1;45778919181.5857
"Temperature_Setpoint";"01.05.2025 22:03:37";50;1;45778919181.5857
"Temperature_In";"01.05.2025 22:03:37";15;1;45778919181.5857
"Temperature_Out";"01.05.2025 22:03:37";47.96247;1;45778919181.5857
"OR";"01.05.2025 22:03:38";20.68674;1;45778919193.2407
"Power";"01.05.2025 22:03:38";50;1;45778919193.2407
"Temperature_Setpoint";"01.05.2025 22:03:38";50;1;45778919193.2407
"Temperature_In";"01.05.2025 22:03:38";15;1;45778919193.2407
"Temperature_Out";"01.05.2025 22:03:38";48.016;1;45778919193.2407
"OR";"01.05.2025 22:03:39";20.68674;1;45778919204.8727
"Power";"01.05.2025 22:03:39";50;1;45778919204.8727
"Temperature_Setpoint";"01.05.2025 22:03:39";50;1;45778919204.8727
"Temperature_In";"01.05.2025 22:03:39";15;1;45778919204.8727
"Temperature_Out";"01.05.2025 22:03:39";48.0732;1;45778919204.8727
"OR";"01.05.2025 22:03:40";20.67869;1;45778919216.5162
"Power";"01.05.2025 22:03:40";50;1;45778919216.5162
"Temperature_Setpoint";"01.05.2025 22:03:40";50;1;45778919216.5162
"Temperature_In";"01.05.2025 22:03:40";15;1;45778919216.5162
"Temperature_Out";"01.05.2025 22:03:40";48.12804;1;45778919216.5162
"OR";"01.05.2025 22:03:41";20.68332;1;45778919228.1597
"Power";"01.05.2025 22:03:41";50;1;45778919228.1597
"Temperature_Setpoint";"01.05.2025 22:03:41";50;1;45778919228.1597
"Temperature_In";"01.05.2025 22:03:41";15;1;45778919228.1597
"Temperature_Out";"01.05.2025 22:03:41";48.1857;1;45778919228.1597
"OR";"01.05.2025 22:03:42";20.69536;1;45778919239.7917
"Power";"01.05.2025 22:03:42";50;1;45778919239.7917
"Temperature_Setpoint";"01.05.2025 22:03:42";50;1;45778919239.7917
"Temperature_In";"01.05.2025 22:03:42";15;1;45778919239.7917
"Temperature_Out";"01.05.2025 22:03:42";48.23574;1;45778919239.7917
"OR";"01.05.2025 22:03:43";20.69536;1;45778919251.4236
"Power";"01.05.2025 22:03:43";50;1;45778919251.4236
"Temperature_Setpoint";"01.05.2025 22:03:43";50;1;45778919251.4236
"Temperature_In";"01.05.2025 22:03:43";15;1;45778919251.4236
"Temperature_Out";"01.05.2025 22:03:43";48.2836;1;45778919251.4236
"OR";"01.05.2025 22:03:44";20.685;1;45778919263.0556
"Power";"01.05.2025 22:03:44";50;1;45778919263.0556
"Temperature_Setpoint";"01.05.2025 22:03:44";50;1;45778919263.0556
